,country,continent,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious,cases/1M_pop,deaths/1M_pop,total_tests,tests/1M_pop,population,Date
105,New Zealand,Australia/Oceania,"1,504",,22 ,,"1,482",0,,301,4,"295,901","59,155","5,002,100 ",2020-06-09
106,Slovenia,Europe,"1,486",+1,109 ,,"1,359",18,,715,52,"85,562","41,157","2,078,922",2020-06-09
107,Nicaragua,North America,"1,464",+346,55 ,+9,953,456,,221,8,,,"6,619,776",2020-06-09
108,Guinea-Bissau,Africa,"1,389",,12 ,,153,"1,224",5,707,6,"1,500",763,"1,964,886",2020-06-09
109,Costa Rica,North America,"1,375",+33,11 ,+1,717,647,5,270,2,"29,622","5,818","5,091,366",2020-06-09
110,Lebanon,Asia,"1,368",+18,30 ,,795,543,7,200,4,"97,745","14,317","6,827,040",2020-06-09
111,Equatorial Guinea,Africa,"1,306",,12 ,,200,"1,094",,933,9,"8,268","5,907","1,399,659",2020-06-09
112,Albania,Europe,"1,299",+36,34 ,,960,305,6,451,12,"16,716","5,808","2,877,966",2020-06-09
113,Zambia,Africa,"1,200",,10 ,,912,278,1,65,0.5,"28,236","1,539","18,348,224",2020-06-09
114,Paraguay,South America,"1,187",+42,11 ,,604,572,2,167,2,"40,032","5,617","7,127,209",2020-06-09
115,Mauritania,Africa,"1,162",+58,61 ,+2,139,962,11,250,13,"7,654","1,649","4,641,294",2020-06-09
116,Madagascar,Africa,"1,138",+44,9 ,,274,855,9,41,0.3,"13,707",496,"27,642,529",2020-06-09
117,Hong Kong,Asia,"1,108",,4 ,,"1,049",55,3,148,0.5,"202,930","27,081","7,493,415",2020-06-09
118,Latvia,Europe,"1,089",+1,26 ,,794,269,5,577,14,"120,052","63,613","1,887,219",2020-06-09
119,Tunisia,Africa,"1,087",,49 ,,982,56,1,92,4,"55,419","4,692","11,811,216",2020-06-09
120,Sierra Leone,Africa,"1,025",+24,50 ,+1,621,354,,129,6,,,"7,966,414",2020-06-09
121,Niger,Africa,974,+1,65 ,,871,38,,40,3,"6,229",258,"24,141,726",2020-06-09
122,Cyprus,Asia,972,+2,18 ,,807,147,4,805,15,"125,312","103,834","1,206,847",2020-06-09
123,Burkina Faso,Africa,891,+1,53 ,,765,73,,43,3,,,"20,863,682",2020-06-09
124,Andorra,Europe,852,,51 ,,757,44,7,"11,028",660,"3,750","48,539","77,258",2020-06-09
125,Uruguay,South America,846,+1,23 ,,754,69,4,244,7,"49,653","14,297","3,473,053",2020-06-09
126,Jordan,Asia,845,+14,9 ,,657,179,5,83,0.9,"235,014","23,047","10,197,099",2020-06-09
127,Chad,Africa,844,+5,71 ,+1,706,67,,51,4,,,"16,392,970",2020-06-09
128,Georgia,Asia,818,+6,13 ,,686,119,6,205,3,"67,725","16,975","3,989,577",2020-06-09
129,French Guiana,South America,773,+44,2 ,,427,344,6,"2,593",7,277,929,"298,154",2020-06-09
130,Congo,Africa,728,+45,24 ,+2,221,483,,132,4,,,"5,508,918",2020-06-09
131,Diamond Princess,Other,712,,13 ,,651,48,4,,,,, ,2020-06-09
132,San Marino,Europe,688,+1,42 ,,483,163,1,"20,279","1,238","5,061","149,173","33,927",2020-06-09
133,Uganda,Africa,657,+11, ,,118,539,,14,,"104,160","2,282","45,637,829",2020-06-09
134,Malta,Europe,632,+2,9 ,,597,26,,"1,432",20,"77,033","174,489","441,477",2020-06-09
135,Jamaica,North America,599,+1,10 ,,405,184,2,202,3,"14,802","5,000","2,960,434",2020-06-09
136,Cabo Verde,Africa,585,+18,5 ,,270,310,,"1,053",9,"1,307","2,352","555,624",2020-06-09
137,Channel Islands,Europe,565,+1,48 ,+2,512,5,,"3,251",276,"10,255","59,015","173,768",2020-06-09
138,Yemen,Asia,524,+28,127 ,+15,23,374,,18,4,120,4,"29,782,558",2020-06-09
139,Sao Tome and Principe,Africa,514,+1,12 ,,76,426,,"2,348",55,"1,095","5,002","218,898",2020-06-09
140,Tanzania,Africa,509,,21 ,,183,305,7,9,0.4,,,"59,615,680",2020-06-09
141,Togo,Africa,501,+4,13 ,,260,228,1,61,2,"23,501","2,843","8,265,752",2020-06-09
142,Palestine,Asia,481,+8,3 ,,404,74,,94,0.6,"44,876","8,810","5,093,498",2020-06-09
143,Réunion,Africa,481,,1 ,,447,33,1,537,1,"17,200","19,219","894,941",2020-06-09
144,Rwanda,Africa,463,+12,2 ,,300,161,,36,0.2,"80,129","6,197","12,930,513",2020-06-09
145,Malawi,Africa,455,+12,4 ,,55,396,4,24,0.2,"6,542",343,"19,096,245",2020-06-09
146,Mozambique,Africa,453,+20,2 ,,136,315,,15,0.06,"15,190",487,"31,194,658",2020-06-09
147,Taiwan,Asia,443,,7 ,,430,6,,19,0.3,"73,751","3,097","23,814,388",2020-06-09
148,Liberia,Africa,383,+13,31 ,+1,199,153,,76,6,,,"5,049,729",2020-06-09
149,Eswatini,Africa,371,+31,3 ,,232,136,5,320,3,"6,551","5,650","1,159,446",2020-06-09
150,Libya,Africa,359,+27,5 ,,58,296,,52,0.7,"10,525","1,533","6,865,543",2020-06-09
151,Mauritius,Africa,337,,10 ,,324,3,,265,8,"133,883","105,283","1,271,651",2020-06-09
152,Isle of Man,Europe,336,,24 ,,312,0,,"3,953",282,"5,315","62,524","85,007",2020-06-09
153,Vietnam,Asia,332,, ,,316,16,1,3,,"275,000","2,827","97,286,822",2020-06-09
154,Montenegro,Europe,324,,9 ,,315,0,,516,14,"13,186","20,995","628,062",2020-06-09
155,Zimbabwe,Africa,314,+27,4 ,,46,264,,21,0.3,"52,905","3,563","14,849,502",2020-06-09
156,Benin,Africa,305,+17,4 ,,188,113,2,25,0.3,"45,100","3,727","12,101,485",2020-06-09
157,Myanmar,Asia,246,+2,6 ,,159,81,,5,0.1,"39,211",721,"54,388,681",2020-06-09
158,Martinique,North America,202,,14 ,,98,90,,538,37,,,"375,281",2020-06-09
159,Mongolia,Asia,194,, ,,85,109,15,59,,"16,365","4,997","3,274,971",2020-06-09
160,Faeroe Islands,Europe,187,, ,,187,0,,"3,828",,"10,459","214,091","48,853",2020-06-09
161,Cayman Islands,North America,176,+5,1 ,,104,71,,"2,680",15,"15,423","234,838","65,675",2020-06-09
162,Gibraltar,Europe,176,, ,,165,11,,"5,224",,"9,283","275,525","33,692",2020-06-09
163,Guadeloupe,North America,164,,14 ,,144,6,1,410,35,"4,975","12,434","400,120",2020-06-09
164,Guyana,South America,156,+2,12 ,,86,58,2,198,15,"1,854","2,358","786,336",2020-06-09
165,Syria,Asia,146,+2,6 ,,62,78,,8,0.3,,,"17,472,035",2020-06-09
166,Bermuda,North America,141,,9 ,,120,12,2,"2,264",144,"8,169","131,145","62,290",2020-06-09
167,Brunei ,Asia,141,,2 ,,138,1,1,322,5,"22,664","51,835","437,230",2020-06-09
168,Comoros,Africa,141,,2 ,,67,72,,162,2,,,"868,384",2020-06-09
169,Suriname,South America,137,+9,2 ,,9,126,2,234,3,"1,165","1,987","586,321",2020-06-09
170,Cambodia,Asia,126,, ,,124,2,1,8,,"23,879","1,429","16,704,700",2020-06-09
171,Trinidad and Tobago,North America,117,,8 ,,109,0,,84,6,"3,439","2,458","1,399,234",2020-06-09
172,Bahamas,North America,103,,11 ,,64,28,1,262,28,"2,225","5,661","393,021",2020-06-09
173,Aruba,North America,101,,3 ,,98,0,,946,28,"2,179","20,414","106,740",2020-06-09
174,Monaco,Europe,99,,4 ,,93,2,1,"2,524",102,"16,200","412,991","39,226",2020-06-09
175,Angola,Africa,96,+4,4 ,,38,54,1,3,0.1,"10,000",305,"32,793,526",2020-06-09
176,Barbados,North America,92,,7 ,,81,4,1,320,24,"6,005","20,897","287,356",2020-06-09
177,Burundi,Africa,83,,1 ,,45,37,,7,0.08,382,32,"11,865,851",2020-06-09
178,Liechtenstein,Europe,82,,1 ,,55,26,,"2,151",26,900,"23,608","38,122",2020-06-09
179,Sint Maarten,North America,77,,15 ,,61,1,1,"1,797",350,470,"10,969","42,847",2020-06-09
180,French Polynesia,Australia/Oceania,60,, ,,60,0,,214,,"4,262","15,177","280,815",2020-06-09
181,Bhutan,Asia,59,, ,,17,42,,77,,"19,782","25,654","771,097",2020-06-09
182,Macao,Asia,45,, ,,45,0,,69,,,,"648,790",2020-06-09
183,Botswana,Africa,42,,1 ,,24,17,1,18,0.4,"26,238","11,172","2,348,537",2020-06-09
184,Saint Martin,North America,41,,3 ,,33,5,1,"1,062",78,614,"15,897","38,624",2020-06-09
185,Eritrea,Africa,39,, ,,39,0,,11,,,,"3,543,395",2020-06-09
186,Namibia,Africa,31,, ,,16,15,1,12,,"4,970","1,958","2,537,963",2020-06-09
187,Gambia,Africa,28,,1 ,,21,6,,12,0.4,"1,970",817,"2,411,953",2020-06-09
188,St. Vincent Grenadines,North America,27,, ,,25,2,,243,,643,"5,797","110,920",2020-06-09
189,Antigua and Barbuda,North America,26,,3 ,,20,3,1,266,31,246,"2,513","97,881",2020-06-09
190,Timor-Leste,Asia,24,, ,,24,0,,18,,"1,568","1,191","1,316,827",2020-06-09
191,Grenada,North America,23,, ,,22,1,1,204,,"4,130","36,713","112,493",2020-06-09
192,Curaçao,North America,21,,1 ,,15,5,,128,6,985,"6,004","164,055",2020-06-09
193,New Caledonia,Australia/Oceania,21,+1, ,,20,1,,74,,"7,407","25,959","285,335",2020-06-09
194,Belize,North America,20,+1,2 ,,16,2,,50,5,"1,776","4,472","397,166",2020-06-09
195,Laos,Asia,19,, ,,19,0,,3,,"8,926","1,228","7,269,013",2020-06-09
196,Saint Lucia,North America,19,, ,,18,1,,103,,"1,204","6,558","183,579",2020-06-09
197,Dominica,North America,18,, ,,16,2,,250,,534,"7,419","71,976",2020-06-09
198,Fiji,Australia/Oceania,18,, ,,18,0,,20,,"2,431","2,713","896,067",2020-06-09
199,Saint Kitts and Nevis,North America,15,, ,,15,0,,282,,408,"7,672","53,177",2020-06-09
200,Falkland Islands,South America,13,, ,,13,0,,"3,743",,535,"154,045","3,473",2020-06-09
201,Greenland,North America,13,, ,,13,0,,229,,"2,412","42,491","56,765",2020-06-09
202,Turks and Caicos,North America,12,,1 ,,11,0,,310,26,192,"4,963","38,685",2020-06-09
203,Vatican City,Europe,12,, ,,12,0,,"14,981",,,,801,2020-06-09
204,Montserrat,North America,11,,1 ,,10,0,,"2,204",200,61,"12,220","4,992",2020-06-09
205,Seychelles,Africa,11,, ,,11,0,,112,,,,"98,312",2020-06-09
206,MS Zaandam,Other,9,,2 ,,,7,,,,,, ,2020-06-09
207,Western Sahara,Africa,9,,1 ,,6,2,,15,2,,,"596,348",2020-06-09
208,British Virgin Islands,North America,8,,1 ,,7,0,,265,33,167,"5,526","30,219",2020-06-09
209,Papua New Guinea,Australia/Oceania,8,, ,,8,0,,0.9,,"4,646",520,"8,936,110",2020-06-09
210,Caribbean Netherlands,North America,7,, ,,7,0,,267,,424,"16,178","26,209",2020-06-09
211,St. Barth,North America,6,, ,,6,0,,608,,152,"15,392","9,875",2020-06-09
212,Lesotho,Africa,4,, ,,2,2,,2,,"1,515",708,"2,141,255",2020-06-09
213,Anguilla,North America,3,, ,,3,0,,200,,41,"2,734","14,995",2020-06-09
214,Saint Pierre Miquelon,North America,1,, ,,1,0,,173,,,,"5,795",2020-06-09
0,China,Asia,"83,046",+3,"4,634 ",,"78,357",55,1,58,3,,,"1,439,323,776 ",2020-06-10
1,USA,North America,"2,066,401","+20,852","115,130 ",+982,"808,494","1,142,777","16,838","6,245",348,"22,625,758","68,377","330,896,410",2020-06-10
2,Brazil,South America,"775,184","+33,100","39,797 ","+1,300","380,300","355,087","8,318","3,648",187,"1,182,581","5,566","212,475,738",2020-06-10
3,Russia,Europe,"493,657","+8,404","6,358 ",+216,"252,783","234,516","2,300","3,383",44,"13,545,303","92,820","145,931,211",2020-06-10
4,UK,Europe,"290,143","+1,003","41,128 ",+245,,,516,"4,275",606,"6,042,622","89,037","67,866,605",2020-06-10
5,Spain,Europe,"289,360",+314,"27,136 ",,,,617,"6,189",580,"4,465,338","95,507","46,753,838",2020-06-10
6,India,Asia,"287,155","+12,375","8,107  ",+388,"140,979","138,069","8,944",208,6,"5,061,332","3,670","1,379,233,699",2020-06-10
7,Italy,Europe,"235,763",+202,"34,114 ",+71,"169,939","31,710",249,"3,899",564,"4,381,349","72,459","60,466,359",2020-06-10
8,Peru,South America,"208,823","+5,087","5,903 ",+165,"98,031","104,889","1,065","6,339",179,"1,255,756","38,117","32,944,770",2020-06-10
9,Germany,Europe,"186,866",+350,"8,844 ",+13,"170,700","7,322",492,"2,231",106,"4,694,147","56,036","83,769,646",2020-06-10
10,Iran,Asia,"177,938","+2,011","8,506 ",+81,"140,590","28,842","2,639","2,120",101,"1,128,601","13,447","83,930,199",2020-06-10
11,Turkey,Asia,"173,036",+922,"4,746 ",+17,"146,839","21,451",631,"2,053",56,"2,451,700","29,087","84,287,073",2020-06-10
12,France,Europe,"155,136",+545,"29,319 ",+23,"71,832","53,985",933,"2,377",449,"1,384,633","21,215","65,265,877",2020-06-10
13,Chile,South America,"148,496","+5,737","2,475 ",+192,"95,631","50,390","1,689","7,772",130,"761,090","39,833","19,106,987",2020-06-10
14,Mexico,North America,"124,301","+4,199","14,649 ",+596,"90,748","18,904",378,965,114,"357,055","2,771","128,855,326",2020-06-10
15,Pakistan,Asia,"113,702","+5,385","2,255 ",+83,"36,308","75,139",111,515,10,"754,252","3,419","220,626,768",2020-06-10
16,Saudi Arabia,Asia,"112,288","+3,717",819 ,+36,"77,954","33,515","1,693","3,228",24,"1,019,812","29,321","34,781,424",2020-06-10
17,Canada,North America,"97,125",+472,"7,960 ",+63,"56,639","32,526","1,864","2,575",211,"1,989,255","52,732","37,723,541",2020-06-10
18,Bangladesh,Asia,"74,865","+3,190","1,012 ",+37,"15,900","57,953",1,455,6,"441,560","2,683","164,596,070",2020-06-10
19,Qatar,Asia,"73,595","+1,716",66 ,+4,"49,413","24,116",226,"26,211",24,"269,964","96,148","2,807,805 ",2020-06-10
20,Belgium,Europe,"59,569",+132,"9,629 ",+10,"16,392","33,548",102,"5,141",831,"969,619","83,682","11,586,902",2020-06-10
21,South Africa,Africa,"55,421","+2,430","1,210 ",+48,"31,505","22,706",208,935,20,"998,400","16,846","59,265,120",2020-06-10
22,Belarus,Europe,"51,066",+801,288 ,+6,"25,667","25,111",92,"5,404",30,"659,565","69,799","9,449,483",2020-06-10
23,Netherlands,Europe,"48,087",+184,"6,042 ",+11,,,80,"2,807",353,"435,587","25,424","17,132,868",2020-06-10
24,Sweden,Europe,"46,814",+198,"4,795 ",+78,,,288,"4,637",475,"325,000","32,192","10,095,806",2020-06-10
25,Ecuador,South America,"44,440",+523,"3,720 ",+30,"21,862","18,858",219,"2,521",211,"128,175","7,271","17,627,077",2020-06-10
26,Colombia,South America,"43,682","+1,604","1,433 ",+61,"17,333","24,916",335,859,28,"444,933","8,750","50,851,849",2020-06-10
27,UAE,Asia,"40,507",+603,284 ,+1,"24,017","16,206",1,"4,098",29,"2,537,000","256,691","9,883,472",2020-06-10
28,Singapore,Asia,"38,965",+451,25 ,,"26,532","12,408",3,"6,663",4,"488,695","83,569","5,847,776",2020-06-10
29,Egypt,Africa,"38,284","+1,455","1,342 ",+36,"10,289","26,653",41,375,13,"135,000","1,321","102,215,478",2020-06-10
30,Portugal,Europe,"35,600",+294,"1,497 ",+5,"21,742","12,361",70,"3,491",147,"954,069","93,553","10,198,203",2020-06-10
31,Indonesia,Asia,"34,316","+1,240","1,959 ",+36,"12,129","20,228",,126,7,"446,918","1,635","273,358,192",2020-06-10
32,Kuwait,Asia,"33,823",+683,275 ,+2,"23,288","10,260",193,"7,927",64,"324,373","76,022","4,266,818",2020-06-10
33,Switzerland,Europe,"31,011",+23,"1,936 ",+2,"28,700",375,21,"3,585",224,"435,458","50,336","8,651,110",2020-06-10
34,Ukraine,Europe,"28,381",+525,833 ,+23,"12,769","14,779",306,649,19,"445,940","10,194","43,746,561",2020-06-10
35,Poland,Europe,"27,842",+282,"1,206 ",+23,"13,411","13,225",160,736,32,"1,109,909","29,325","37,848,732",2020-06-10
36,Argentina,South America,"25,987","+1,226",735 ,+18,"7,991","17,261",274,575,16,"208,519","4,616","45,172,359",2020-06-10
37,Ireland,Europe,"25,231",+16,"1,695 ",+4,"22,698",838,34,"5,113",343,"367,780","74,531","4,934,614",2020-06-10
38,Philippines,Asia,"23,732",+740,"1,027 ",+10,"4,895","17,810",82,217,9,"461,962","4,219","109,495,553",2020-06-10
39,Afghanistan,Asia,"22,142",+683,405 ,+21,"3,013","18,724",19,570,10,"50,658","1,303","38,872,577",2020-06-10
40,Romania,Europe,"20,945",+196,"1,360 ",+6,"15,103","4,482",150,"1,088",71,"520,564","27,051","19,243,900",2020-06-10
41,Dominican Republic,North America,"20,808",+393,550 ,+6,"12,318","7,940",110,"1,919",51,"100,035","9,227","10,841,720",2020-06-10
42,Oman,Asia,"18,887",+689,84 ,+1,"5,640","13,163",85,"3,705",16,"116,722","22,895","5,098,156",2020-06-10
43,Israel,Asia,"18,355",+175,299 ,,"15,168","2,888",31,"1,996",33,"692,745","75,318","9,197,590 ",2020-06-10
44,Panama,North America,"17,889",+656,413 ,+10,"10,977","6,499",90,"4,150",96,"82,774","19,202","4,310,696",2020-06-10
45,Japan,Asia,"17,251",+41,919 ,+3,"15,298","1,034",91,136,7,"324,675","2,567","126,495,892",2020-06-10
46,Austria,Europe,"17,005",+26,673 ,+1,"15,910",422,17,"1,889",75,"506,344","56,238","9,003,589",2020-06-10
47,Bahrain,Asia,"16,200",+469,31 ,+2,"11,109","5,060",12,"9,544",18,"386,134","227,485","1,697,405",2020-06-10
48,Iraq,Asia,"15,414","+1,146",426 ,+34,"6,214","8,774",88,384,11,"330,526","8,229","40,165,118",2020-06-10
49,Bolivia,South America,"14,644",+695,487 ,+12,"2,190","11,967",3,"1,256",42,"39,610","3,396","11,663,656",2020-06-10
50,Armenia,Asia,"14,103",+428,227 ,+10,"5,226","8,650",10,"4,760",77,"73,156","24,690","2,962,951",2020-06-10
51,Nigeria,Africa,"13,873",+409,382 ,+17,"4,351","9,140",7,67,2,"82,935",403,"205,808,201",2020-06-10
52,Kazakhstan,Asia,"13,319",+245,67 ,+6,"8,345","4,907",62,710,4,"1,023,417","54,542","18,763,697",2020-06-10
53,Serbia,Europe,"12,031",+66,251 ,+1,"11,348",432,14,"1,377",29,"287,064","32,848","8,739,120",2020-06-10
54,Denmark,Europe,"12,016",+15,593 ,,"10,904",519,17,"2,075",102,"739,575","127,709","5,791,110",2020-06-10
55,S. Korea,Asia,"11,902",+50,276 ,+2,"10,611","1,015",15,232,5,"1,051,972","20,520","51,266,883",2020-06-10
56,Algeria,Africa,"10,484",+102,732 ,+8,"7,074","2,678",33,239,17,,,"43,802,599",2020-06-10
57,Moldova,Europe,"10,321",+296,371 ,+6,"5,930","4,020",308,"2,558",92,"63,328","15,697","4,034,437",2020-06-10
58,Ghana,Africa,"10,201",,48 ,,"3,755","6,398",10,329,2,"239,395","7,714","31,032,265",2020-06-10
59,Czechia,Europe,"9,824",+73,330 ,+2,"7,111","2,383",11,917,31,"478,825","44,717","10,707,935",2020-06-10
60,Cameroon,Africa,"8,681",+369,212 ,,"4,836","3,633",28,328,8,,,"26,502,964",2020-06-10
61,Norway,Europe,"8,594",+18,239 ,,"8,138",217,2,"1,586",44,"267,877","49,434","5,418,878",2020-06-10
62,Azerbaijan,Asia,"8,530",+339,102 ,+4,"4,720","3,708",66,842,10,"356,032","35,132","10,134,025",2020-06-10
63,Morocco,Africa,"8,508",+71,211 ,+1,"7,565",732,15,231,6,"356,051","9,653","36,885,243",2020-06-10
64,Malaysia,Asia,"8,338",+2,118 ,+1,"7,014","1,206",5,258,4,"618,360","19,120","32,341,792",2020-06-10
65,Guatemala,North America,"7,866",+364,289 ,+22,"1,413","6,164",5,440,16,"31,427","1,756","17,895,213",2020-06-10
66,Australia,Australia/Oceania,"7,276",+9,102 ,,"6,744",430,3,286,4,"1,679,954","65,925","25,482,802",2020-06-10
67,Finland,Europe,"7,040",+15,324 ,,"5,800",916,4,"1,271",58,"208,300","37,597","5,540,268",2020-06-10
68,Honduras,North America,"6,935",+485,271 ,+9,787,"5,877",13,701,27,"21,540","2,177","9,895,152",2020-06-10
69,Sudan,Africa,"6,582",+155,401 ,+12,"2,202","3,979",,150,9,401,9,"43,783,668",2020-06-10
70,Tajikistan,Asia,"4,763",+73,48 ,,"2,947","1,768",,500,5,,,"9,524,025",2020-06-10
71,Senegal,Africa,"4,640",+124,52 ,,"2,885","1,703",18,278,3,"55,634","3,328","16,714,923",2020-06-10
72,Uzbekistan,Asia,"4,623",+103,19 ,+1,"3,532","1,072",9,138,0.6,"748,555","22,385","33,440,454",2020-06-10
73,DRC,Africa,"4,390",+131,96 ,+6,565,"3,729",,49,1,,,"89,376,223",2020-06-10
74,Djibouti,Africa,"4,373",+42,34 ,,"2,260","2,079",,"4,430",34,"38,240","38,738","987,148",2020-06-10
75,Nepal,Asia,"4,364",+278,15 ,,674,"3,675",,150,0.5,"283,624","9,745","29,104,766",2020-06-10
76,Guinea,Africa,"4,258",,23 ,,"2,942","1,293",24,325,2,"14,407","1,099","13,109,226",2020-06-10
77,Ivory Coast,Africa,"4,181",+186,41 ,+3,"2,174","1,966",,159,2,"33,476","1,271","26,335,915",2020-06-10
78,Luxembourg,Europe,"4,049",+3,110 ,,"3,904",35,2,"6,475",176,"88,914","142,179","625,365",2020-06-10
79,Hungary,Europe,"4,027",+10,551 ,+1,"2,355","1,121",20,417,57,"217,689","22,531","9,661,588",2020-06-10
80,Haiti,North America,"3,662",+124,56 ,+2,24,"3,582",,321,5,"7,619",669,"11,394,459",2020-06-10
81,North Macedonia,Europe,"3,364",+125,164 ,+7,"1,664","1,536",34,"1,615",79,"39,033","18,735","2,083,378",2020-06-10
82,Gabon,Africa,"3,294",+47,21 ,,956,"2,317",13,"1,482",9,"16,730","7,528","2,222,362",2020-06-10
83,El Salvador,North America,"3,274",+83,64 ,+6,"1,438","1,772",91,505,10,"113,656","17,528","6,484,427",2020-06-10
84,Thailand,Asia,"3,125",+4,58 ,,"2,981",86,1,45,0.8,"468,175","6,708","69,790,694",2020-06-10
85,Kenya,Africa,"3,094",+105,89 ,+1,"1,048","1,957",7,58,2,"102,956","1,917","53,696,273",2020-06-10
86,Greece,Europe,"3,068",+10,183 ,,"1,374","1,511",12,294,18,"240,924","23,109","10,425,563",2020-06-10
87,Bulgaria,Europe,"2,993",+104,167 ,,"1,664","1,162",13,431,24,"95,820","13,785","6,950,954",2020-06-10
88,Bosnia and Herzegovina,Europe,"2,775",+47,161 ,+1,"2,063",551,4,846,49,"73,379","22,359","3,281,811",2020-06-10
89,Venezuela,South America,"2,738",+106,23 ,,487,"2,228",1,96,0.8,"1,053,417","37,040","28,439,993",2020-06-10
90,Ethiopia,Africa,"2,506",+170,35 ,+3,401,"2,070",32,22,0.3,"158,521","1,381","114,778,909",2020-06-10
91,Somalia,Africa,"2,452",+36,85 ,,506,"1,861",2,155,5,,,"15,863,692",2020-06-10
92,Croatia,Europe,"2,249",+2,106 ,,"2,130",13,,548,26,"69,349","16,888","4,106,498",2020-06-10
93,Mayotte,Africa,"2,226",+51,28 ,,"1,654",544,12,"8,172",103,"8,800","32,307","272,390",2020-06-10
94,Cuba,North America,"2,211",+6,83 ,,"1,886",242,1,195,7,"124,947","11,031","11,326,971",2020-06-10
95,Kyrgyzstan,Asia,"2,093",+38,26 ,+2,"1,572",495,6,321,4,"139,610","21,420","6,517,700",2020-06-10
96,Maldives,Asia,"1,962",+20,8 ,,"1,121",833,9,"3,634",15,"28,940","53,596","539,964",2020-06-10
97,Estonia,Europe,"1,958",+11,69 ,,"1,690",199,,"1,476",52,"92,000","69,356","1,326,489",2020-06-10
98,CAR,Africa,"1,888",+38,5 ,,38,"1,845",,391,1,"18,161","3,764","4,824,660",2020-06-10
99,Sri Lanka,Asia,"1,869",+10,11 ,,"1,122",736,1,87,0.5,"80,302","3,751","21,408,412",2020-06-10
100,Iceland,Europe,"1,807",,10 ,,"1,794",3,,"5,297",29,"62,911","184,424","341,121",2020-06-10
101,Lithuania,Europe,"1,733",+6,74 ,+2,"1,369",290,17,636,27,"345,392","126,796","2,723,992",2020-06-10
102,Mali,Africa,"1,667",+81,96 ,+2,948,623,,82,5,"3,483",172,"20,211,691",2020-06-10
103,South Sudan,Africa,"1,604",,19 ,,15,"1,570",,143,2,"3,356",300,"11,186,140",2020-06-10
104,Slovakia,Europe,"1,533",+2,28 ,,"1,404",101,,281,5,"191,971","35,163","5,459,505",2020-06-10
105,New Zealand,Australia/Oceania,"1,504",,22 ,,"1,482",0,,301,4,"298,532","59,681","5,002,100 ",2020-06-10
106,Slovenia,Europe,"1,488",+2,109 ,,"1,359",20,,716,52,"86,300","41,512","2,078,923",2020-06-10
107,Nicaragua,North America,"1,464",,55 ,,953,456,,221,8,,,"6,619,991",2020-06-10
108,Costa Rica,North America,"1,461",+86,12 ,+1,722,727,3,287,2,"30,372","5,965","5,091,493",2020-06-10
109,Guinea-Bissau,Africa,"1,389",,12 ,,153,"1,224",5,707,6,"1,500",763,"1,965,014",2020-06-10
110,Lebanon,Asia,"1,388",+20,30 ,,832,526,8,203,4,"99,534","14,580","6,826,957",2020-06-10
111,Albania,Europe,"1,341",+42,34 ,,980,327,6,466,12,"17,027","5,916","2,877,958",2020-06-10
112,Equatorial Guinea,Africa,"1,306",,12 ,,200,"1,094",,933,9,"8,268","5,907","1,399,786",2020-06-10
113,Mauritania,Africa,"1,283",+121,71 ,+10,142,"1,070",11,276,15,"7,654","1,649","4,641,629",2020-06-10
114,Paraguay,South America,"1,202",+15,11 ,,619,572,2,169,2,"41,702","5,851","7,127,448",2020-06-10
115,Zambia,Africa,"1,200",,10 ,,912,278,1,65,0.5,"28,236","1,539","18,349,636",2020-06-10
116,Madagascar,Africa,"1,162",+24,10 ,+1,296,856,8,42,0.4,"14,525",525,"27,644,480",2020-06-10
117,Hong Kong,Asia,"1,108",,4 ,,"1,051",53,4,148,0.5,"241,992","32,293","7,493,581",2020-06-10
118,Latvia,Europe,"1,092",+3,26 ,,794,272,4,579,14,"121,783","64,532","1,887,162",2020-06-10
119,Tunisia,Africa,"1,087",,49 ,,983,55,1,92,4,"55,891","4,732","11,811,553",2020-06-10
120,Sierra Leone,Africa,"1,062",+37,50 ,,637,375,,133,6,,,"7,966,858",2020-06-10
121,Niger,Africa,974,,65 ,,876,33,,40,3,"6,240",258,"24,144,135",2020-06-10
122,Cyprus,Asia,974,+2,18 ,,807,149,4,807,15,"133,337","110,482","1,206,871",2020-06-10
123,Burkina Faso,Africa,891,,53 ,,765,73,,43,3,,,"20,865,254",2020-06-10
124,French Guiana,South America,865,+92,2 ,,457,406,6,"2,901",7,277,929,"298,175",2020-06-10
125,Jordan,Asia,863,+18,9 ,,663,191,5,85,0.9,"240,436","23,578","10,197,375",2020-06-10
126,Andorra,Europe,852,,51 ,,759,42,7,"11,028",660,"3,750","48,538","77,259",2020-06-10
127,Uruguay,South America,847,+1,23 ,,758,66,4,244,7,"50,473","14,533","3,473,086",2020-06-10
128,Chad,Africa,846,+2,72 ,+1,706,68,,52,4,,,"16,394,263",2020-06-10
129,Georgia,Asia,827,+9,13 ,,690,124,6,207,3,"67,725","16,976","3,989,556",2020-06-10
130,Congo,Africa,728,,24 ,,221,483,,132,4,,,"5,509,290",2020-06-10
131,Diamond Princess,Other,712,,13 ,,651,48,4,,,,, ,2020-06-10
132,San Marino,Europe,691,+3,42 ,,496,153,1,"20,367","1,238","5,150","151,797","33,927",2020-06-10
133,Uganda,Africa,665,+8, ,,119,546,,15,,"106,583","2,335","45,641,795",2020-06-10
